Designator,Mid X,Mid Y,Rotation,Layer
J1_2,110.05,-103.25,90.0,bottom
J1,133.05,-103.25,90.0,bottom
J2_2,109.75,-103.25,0.0,top
J2,132.75,-103.25,0.0,top
J8,119.0,-122.05,0.0,bottom
SW1,112.0,-122.75,90.0,top
SW2,119.0,-122.75,90.0,top
SW3,126.0,-122.75,90.0,top
SW4,133.0,-122.75,90.0,top
U1_2,113.25,-103.25,90.0,top
U1,136.25,-103.25,90.0,top
